event_id,event_title,date,description,region,agreement_check,agreement_link,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
3754,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Ивановская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,2,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3755,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Иркутская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,24,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3756,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Иркутская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",3,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3757,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Иркутская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,1,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3758,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Калининградская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,24,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3759,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Калининградская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",7,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3760,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Калининградская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,4,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3761,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Калужская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,8,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3762,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Калужская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,1,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3763,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Кемеровская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,67,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3764,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Кемеровская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",1,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3765,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Кемеровская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,1,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3766,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Костромская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,3,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3767,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Краснодарский край,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,86,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3768,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Краснодарский край,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",5,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3769,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Краснодарский край,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,3,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3770,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Красноярский край,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,11,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3771,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Красноярский край,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",1,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3772,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Красноярский край,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,2,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3773,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Курганская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,11,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3774,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Курганская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",4,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3775,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Курская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",1,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3776,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Ленинградская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,2,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3777,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Липецкая область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,7,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3778,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Липецкая область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,1,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3779,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Магаданская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,10,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3780,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Магаданская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,2,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3781,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Москва,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,212,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3782,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Москва,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",6,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3783,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Москва,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,261,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3784,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Московская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,8,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3785,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Московская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",2,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3786,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Мурманская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,7,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3787,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Мурманская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,1,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3788,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Нижегородская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,9,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3789,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Нижегородская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",4,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3790,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Нижегородская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,10,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
3791,Акция «Свободу Навальному» 21 апреля 2021,2021-04-21,"Задержания более, чем в 90 городах России, задержано более 1600 участников, скандировавших антипутинские лозунги. План ""Крепость"", электрошокеры, газовые баллончики. За организацию - Кира Ярмыш, Владимир Рыжков, Любовь Соболь. До начала акций по городам России -  задержания и до 20 суток за призывы и агитационные посты в соцсетях.  Обыски и изъятие техники у активистов движения «Весна», силовики в гражданской одежде, ориентировки для задержания активистов.",Новгородская область,,,акция,политический протест,политзаключенные,"""Акция против заключения А. Навального, иска Генпрокуратуры о признании ФБК экстремистской организацией.""",институциональный протест,штабы Навального,13,,,https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
3792,Перед акцией «Свободу Навальному» 21 апреля 2021,2021-04-21,"В феврале 2021 суд отправил Алексея Навального, вернувшегося после отравления, в колонию по делу «Ив Роше». Там у него ухудшилось состояние, однако администрация отказалась выполнить его требования о лечении, и он объявил голодовку. После резкого ухудшения здоровья Навального, Леонид Волков и Иван Жданов объявили об очередной всероссийской акции.",Новгородская область,,,перед акцией,политический протест,политзаключенные,в поддержку А. Навального,активистский протест,"Иван Жданов,Леонид Волков",1,,,"https://ovd.info/news/2021/04/19/politicheskoe-davlenie-pered-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya
https://ovd.info/news/2021/04/21/spiski-zaderzhannyh-v-svyazi-s-akciey-v-podderzhku-alekseya-navalnogo-21-aprelya"
3793,После акции «Свободу Навальному!» 21 апреля 2021,2021-04-21,На момент публикации текста ОВД-Инфо было известно о задержаниях в более девяноста российских городах. ,Новгородская область,,,после акции,политический протест,политзаключенные,в поддержку А. Навального,институциональный протест,ФБК,1,,,https://ovd.info/articles/2021/04/22/vrachi-dlya-navalnogo-i-ekstremizm-v-fbk-itogi-protestov-21-aprelya
