year,event_id,event_title,date,region,description,agreement,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
2019,1548,Акция за права ЛГБТ,2019-08-24,Санкт-Петербург,Полиция задержала участников акции ЛГБТ против «замалчивания преступлений на почве гомофобии» в Петербурге.,-,одиночный пикет,групповой протест,ЛГБТ,против замалчивания преступлений на почве гомофобии,активистский протест,,11,Отдел полиции №1 Адмиралтейского района г.Санкт-Петербурга,Исаакиевская площадь,https://ovdinfo.org/express-news/2019/08/24/v-peterburge-zaderzhali-uchastnikov-akcii-za-prava-lgbt
2019,1549,Акция против нечестных выборов,2019-08-25,Санкт-Петербург,Полиция задержала нескольких участников акции против нечестных выборов в Петербурге.,-,собрание,политический протест,выборы,за честные выборы,активистский протест,,4,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Гостиный двор,https://ovdinfo.org/express-news/2019/08/25/v-peterburge-na-akcii-protiv-nechestnyh-vyborov-nachalis-zaderzhaniya
2019,1550,Пикет за смену власти,2019-08-25,Москва,В Москве на Славянской площади задержаны трое участников пикета «За смену власти».,-,собрание,политический протест,против власти,за смену власти,активистский протест,,3,Китай-город,Славянская площадь,https://ovdinfo.org/express-news/2019/08/25/v-moskve-na-slavyanskoy-ploshchadi-zaderzhany-troe-uchastnikov-piketa-za
2019,1551,Одиночный пикет?,2019-08-25,Санкт-Петербург,В Санкт-Петербурге на Малой Садовой улице задержан активист «Бессрочного протеста» Евгений Мусин.,-,одиночный пикет,политический протест,против власти,,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Садовая,https://ovdinfo.org/express-news/2019/08/25/v-peterburge-zaderzhan-aktivist-bessrochki
2019,1552,Баннер против врио губернатора Петербурга,2019-08-30,Санкт-Петербург,Трех активистов движения «Весна» задержали в Санкт-Петербурге. Они планировали вывесить баннер про врио губернатора Петербурга Александра Беглова.,-,акция,локальный протест,коррупция,против врио губернатора Петербурга Александра Беглова,активистский протест,,3,Отдел полиции №1 Адмиралтейского района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/08/30/v-sankt-peterburge-zaderzhali-treh-aktivistov-vesny-pered-akciey-pro-vrio
2019,1553,Баннер за свободу собраний,2019-08-31,Москва,"В Москве сотрудники полиции задержали активистов «Другой России» Сергея Семенова и Дмитрия Андрианова, которые вывесили баннер с лозунгом «Свободу собраний всегда и везде!». ",-,акция,политический протест,свобода собраний,"""против отказа в согласовании """"Стратегии-31""""""",активистский протест,,2,Арбат,Новый Арбат 36,https://ovdinfo.org/express-news/2019/08/31/v-moskve-policiya-zaderzhala-dvuh-aktivistov-drugoy-rossii
2019,1554,Шествие за честные выборы и против политических репрессий,2019-08-31,Москва,На Китай-городе задержали автора канала «Avtozak Live» Максима Кондратьева.,-,в движении,политический протест,политзаключенные,за честные выборы и против политических репрессий,институциональный протест,,1,Китай-город,Ильинские ворота 2,https://ovdinfo.org/news/2019/08/31/akcii-31-avgusta-v-moskve-i-peterburge-onlayn
2019,1555,Одиночные пикеты в поддержку Москвы,2019-08-31,Санкт-Петербург,В ходе одиночных пикетов в Петербурге задержали нескольких человек.,-,одиночный пикет,политический протест,выборы,за честные выборы,активистский протест,,4,,"улица Правды, Большая Московская",https://ovdinfo.org/news/2019/08/31/akcii-31-avgusta-v-moskve-i-peterburge-onlayn
2019,1556,Одиночный пикет за честные выборы,2019-09-01,Москва,В Москве на Манежной площади задержали участницу одиночного пикета за честные выборы Юлию Бестужеву.,-,одиночный пикет,политический протест,выборы,за честные выборы,активистский протест,,1,Китай-город,Манежная площадь,https://ovdinfo.org/express-news/2019/09/01/v-moskve-zaderzhali-piketchicu-s-plakatom-za-chestnye-vybory
2019,1557,Надпись в годовщину победы над Японией,2019-09-03,Москва,"В Москве полиция задержала Виталия Ермишина из-за надписи, посвященной победе «над милитаристской Японией».",-,акция,политический протест,другое,историческая память,активистский протест,,1,Тимирязевский,,https://ovdinfo.org/express-news/2019/09/03/v-moskve-policiya-zaderzhala-muzhchinu-iz-za-nadpisi-na-stene-boylernoy
2019,1558,Открытие детской площадки,2019-09-03,Санкт-Петербург,"В Санкт-Петербурге полиция задержала кандидата в муниципальные депутаты Павла Чупрунова на открытии детской площадки во время выступления 20 представителей от партии «Единая Россия». По словам задержанного, он хотел послушать выступающего члена партии Вячеслава Макарова, однако когда Чупрунов подошел ближе, его задержали.",согласовано,собрание,локальный протест,другое,,активистский протест,,1,Отдел полиции №34 Приморского района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/09/03/v-peterburge-zaderzhali-kandidata-v-municipalnye-deputaty
2019,1559,Агитационный куб КПРФ,2019-09-03,Москва,"В Москве задержали участника агитационной команды кандидата в мундепы от КПРФ Николая Степанова, который разместил агитационный куб в районе Бескудниково.",-,агитация,политический протест,выборы,агитационный куб перед выборами в Мосгордуму,институциональный протест,,1,Бескудниково,,https://ovdinfo.org/express-news/2019/09/03/v-moskve-zaderzhali-agitatora-kandidata-v-mundepy-ot-kprf
2019,1560,"Стикеры, посвященные выборам",2019-09-03,Москва,"В Москве на Чистых прудах задержали сторонника «Бессрочного протеста» Владислава Косолапова, у него была при себе коробка со стикерами, связанными с грядущими выборами в Мосгордуму.",-,агитация,политический протест,выборы,агитационные стикеры перед выборами в Мосгордуму,активистский протест,,1,Басманный,Чистопрудный бульвар,https://ovdinfo.org/express-news/2019/09/03/v-moskve-zaderzhali-aktivista-bessrochki
2019,1561,Одиночный пикет у администрации президента,2019-09-03,Москва,"В Москве у здания администрации президента 3 сентября задержали пенсионера из Сухого Лога Сергея Рябцева, который стоял с пикетом против деятельности предприятия «Форэс».",-,одиночный пикет,локальный протест,другое,одиночный пикет против завода,активистский протест,,1,,Старая площадь 4,https://ovdinfo.org/express-news/2019/09/04/v-moskve-zaderzhali-pensionera-priehal-s-urala-k-putinu
2019,1562,Митинг против произвола на выборах,2019-09-05,Санкт-Петербург,Активиста «Бессрочного протеста» Евгения Мусина задержали после окончания митинга «Против произвола на выборах» на площади Ленина.,согласовано,собрание,политический протест,выборы,за честные выборы,институциональный протест,,1,Отдел полиции №21 Калининского района г.Санкт-Петербурга,площадь Ленина,https://ovdinfo.org/express-news/2019/09/05/v-peterburge-posle-mitinga-zaderzhali-aktivista-bessrochnogo-protesta
2019,1563,Надпись в поддержку политзаключенных анархистов,2019-09-06,Москва,"В ОВД «Новогиреево» уже более трех часов удерживают девушку по имени Евгения. Она сообщила ОВД-Инфо, что ее задержали около 4:00 в местном парке в связи с тем, что рядом был обнаружен трафарет с надписью «Свободу политзаключенным анархистам». Полиция посчитала, что девушка где-то наносила эту надпись.",-,акция,политический протест,политзаключенные,в поддержку политзаключенных анархистов,активистский протест,,1,Новогиреево,,https://ovdinfo.org/express-news/2019/09/06/v-ovd-novogireevo-uderzhivayut-devushku-iz-za-trafareta-s-nadpisyu-v
2019,1564,Баннер против врио губернатора Петербурга,2019-09-06,Санкт-Петербург,"В Санкт-Петербурге полиция задержала двух активистов «Весны», которые вывесили на Новомосковском мосту баннер с надписью «Откуда квартира, едрос Беглов?».",-,акция,политический протест,выборы,против врио губернатора Петербурга Александра Беглова,активистский протест,,2,Отдел полиции №38 Адмиралтейского района г.Санкт-Петербурга,Новомосковский мост,https://ovdinfo.org/express-news/2019/09/06/v-peterburge-aktivistov-vesny-zaderzhali-za-banner-otkuda-kvartira-edros
2019,1565,Листовки против врио губернатора Петербурга,2019-09-06,Санкт-Петербург,"В Петербурге на Васильевском острове полиция задержала активиста «Бессрочного протеста» Евгения Мусина в связи с распространением листовок «За любого, кроме Беглова».",-,агитация,политический протест,выборы,против врио губернатора Петербурга Александра Беглова,активистский протест,,1,Отдел полиции №37 Василеостровского района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/09/06/v-sankt-peterburge-policiya-snova-zaderzhala-aktivista-bessrochki-evgeniya
2019,1566,Беседы перед выборами,2019-09-07,Москва,"В Москве полиция задержала кандидата в Мосгордуму от партии «Яблоко» по 14 округу Максима Круглова, а также снятого с выборов Сергея Цукасова. Они гуляли по 2-й Останкинской улице и приглашали местных жителей прийти завтра на избирательные участки.",-,в движении,политический протест,выборы,за честные выборы,активистский протест,,2,Останкинский,2-я Останкинская улица,https://ovdinfo.org/express-news/2019/09/07/v-moskve-zaderzhali-kandidata-v-mosgordumu-ot-yabloka
2019,1567,Фотосъемка,2019-09-07,Москва,"В Москве задержали 15 человек, когда они выходили из подъезда в костюмах для фото.",-,акция,политический протест,другое,фотосъемка с погонами-сердечками и радужным флагом,институциональный протест,,15,Даниловский,Мытная улица,https://ovdinfo.org/express-news/2019/09/07/v-moskve-zaderzhali-nadezhdu-tolokonnikovu-i-eshche-14-chelovek
2019,1568,Одиночный пикет за честные выборы,2019-09-07,Санкт-Петербург,В Петербурге на Малой Садовой задержали сторонника «Бессрочного протеста» Семена Ткачука во время одиночного пикета за честные выборы.,-,одиночный пикет,политический протест,выборы,за честные выборы,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2019/09/07/v-peterburge-zaderzhali-storonnika-bessrochki-vo-vremya-odinochnogo-piketa
2019,1569,Листовки в поддержку Егора Жукова,2019-09-08,Москва,"В Новопушкинском сквере в Москве задержали семерых волонтеров, раздававших листовки в поддержку Егора Жукова.",-,агитация,политический протест,политзаключенные,в поддержку политзаключенного,активистский протест,,7,Тверской,Новопушкинский сквер,https://ovdinfo.org/express-news/2019/09/08/v-novopushkinskom-skvere-zaderzhali-aktivistov-razdavavshih-listovki-v
2019,1570,Прогулка в поддержку обвиняемых по делу 27 июля,2019-09-08,Москва,В Москве у здания мэрии у рамок металлоискателей задержали группу людей в футболках с символикой общественной кампании поддержки фигурантов «московского дела».,-,в движении,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,16,Мещанский,Тверская 13,https://ovdinfo.org/express-news/2019/09/08/u-merii-moskvy-zaderzhali-zhurnalistov-i-aktivistov-v-futbolkah-v-podderzhku
2019,1571,Одиночный пикет с требованием подведения итогов муниципальных выборов,2019-09-11,Санкт-Петербург,В Санкт-Петербурге во время одиночного пикета с требованием подведения итогов муниципальных выборов задержали активистку Любовь Крутенко.,-,собрание,политический протест,выборы,за честные выборы,активистский протест,,1,,улица Правды,https://ovdinfo.org/express-news/2019/09/11/v-sankt-peterburge-u-zdaniya-izbirkoma-zaderzhali-aktivistku-s-odinochnym
2019,1572,Парад московского студенчества,2019-09-14,Москва,На параде московского студенчества задержали двух студентов в футболках в поддержку Егора Жукова и корреспондента студенческого журнала DOXA.,согласовано,культурно-просветительское мероприятие,политический протест,политзаключенные,в поддержку Егора Жукова,активистский протест,,4,,Воробьевы горы,https://ovdinfo.org/express-news/2019/09/14/na-parade-moskovskogo-studenchestva-zaderzhali-dvuh-studentov-i
2019,1573,Одиночный пикет в поддержку политзаключенных,2019-09-14,Санкт-Петербург,"В Санкт-Петербурге на Малой Садовой улице задержали активиста Семёна Ткачука, стоявшего в одиночном пикете в поддержку политзаключенных.",-,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2019/09/14/v-sankt-peterburge-zaderzhali-odinochnogo-piketchika-s-plakatom-v-podderzhku
2019,1574,Митинг против фальсификаций на выборах,2019-09-17,Санкт-Петербург,В Санкт-Петербурге на митинге против фальсификаций на выборах задержали сторонника «Бессрочного протеста» Семёна Ткачука.,согласовано,собрание,политический протест,выборы,за честные выборы,институциональный протест,,1,,площадь Ленина,https://ovdinfo.org/express-news/2019/09/17/v-sankt-peterburge-zaderzhali-uchastnika-mitinga-protiv-falsifikaciy-na
2019,1575,"Одиночные пикеты за свободу политзаключенных, в поддержку ФБК и против коррупции",2019-09-17,Санкт-Петербург,"В Санкт-Петербурге задержали Семена Ткачука, Евгения Мусина и Андрея Макашова, которые по очереди стояли с плакатами в одиночном пикете.",-,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,3,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2019/09/17/v-sankt-peterburge-zaderzhali-treh-aktivistov-poocheredno-stoyavshih-v
2019,1576,Одиночный пикет против фальсификаций на выборах,2019-09-18,Санкт-Петербург,В Санкт-Петербурге задержали активиста Семена Ткачука во время одиночного пикета меньше чем через минуту после начала пикетирования.,-,одиночный пикет,политический протест,выборы,за честные выборы,активистский протест,,1,Отдел полиции №76 Центрального района г.Санкт-Петербурга,напротив Таврического сада,https://ovdinfo.org/express-news/2019/09/18/v-sankt-peterburge-zaderzhali-aktivista-vo-vremya-odinochnogo-piketa-protiv
2019,1577,Одиночный пикет в поддержку политзаключенных,2019-09-20,Санкт-Петербург,В Санкт-Петербурге у Гостиного двора на одиночном пикете в поддержку политзаключенных и фигурантов «московского дела» задержали Рамазана Паизова.,-,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Гостиный двор,https://ovdinfo.org/express-news/2019/09/20/v-sankt-peterburge-u-gostinogo-dvora-zaderzhali-odinochnogo-piketchika
2019,1578,Одиночные пикеты во время Марша мира,2019-09-21,Санкт-Петербург,"В Петербурге во время «Марша мира» задержали Татьяну Сичкареву, Владимира Шипицына и Семёна Ткачука. Они участвовали в серии одиночных пикетов.",-,одиночный пикет,политический протест,Украина,за прекращение российской военной агрессии против Украины,институциональный протест,,3,Отдел полиции №1 Адмиралтейского района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/09/21/v-peterburge-zaderzhali-uchastnikov-marsha-mira
2019,1579,Одиночный пикет против политики Путина,2019-09-23,Санкт-Петербург,В Санкт-Петербурге во время пикета на Малой Садовой задержали участника «Бессрочного протеста» Семена Ткачука из-за плаката «Путинизм сегодня — это навязывание войны».,-,одиночный пикет,политический протест,другое,против политики Путина,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2019/09/23/v-peterburge-zaderzhali-storonnika-bessrochnogo-protesta-za-plakat-pro
2019,1580,Одиночный пикет против политики Путина,2019-09-25,Санкт-Петербург,"В Петербурге на Малой садовой улице сторонника «бессрочного протеста» Семёна Ткачука за плакат о «путинском режиме», с которым он стоял в одиночном пикете.",-,одиночный пикет,политический протест,другое,против политики Путина,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2019/09/25/v-peterburge-zaderzhali-odinochnogo-piketchika-za-plakat-protiv-putina
2019,1581,Одиночный пикет против политики Путина,2019-09-26,Санкт-Петербург,"В Санкт-Петербурге во время одиночного пикета у Смольного задержали сторонника «Бессрочного протеста» Семена Ткачука. Полицейские утверждают, что на Ткачука поступило заявление по КУСП о том, что он «ругался и кричал».",-,одиночный пикет,политический протест,другое,против политики Путина,активистский протест,,1,Отдел полиции №76 Центрального района г.Санкт-Петербурга,Смольный проспект 1,https://ovdinfo.org/express-news/2019/09/26/v-peterburge-zaderzhali-piketchika-s-plakatom-putinskiy-rezhim-koren
2019,1582,Одиночный пикет против политики Путина,2019-09-26,Санкт-Петербург,Ткачука задержали второй раз за день. Он пытался провести пикет на Малой Садовой. Вместе с ним везут еще одного учстника «Бессрочного протеста» Андрея Макашова.,-,одиночный пикет,политический протест,другое,против политики Путина,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2019/09/26/v-peterburge-zaderzhali-piketchika-s-plakatom-putinskiy-rezhim-koren
2019,1583,Одиночный пикет против преследования гражданских активистов,2019-09-29,Санкт-Петербург,"В Петербурге у станции метро Гостиный двор задержали участника одиночного пикета Александра Ухова. Он стоял с плакатом «Против преследования гражданских активистов», когда к нему подошли полицейские и потребовали показать документы. Мужчина уточнил, есть ли у них основания для проверки, после чего его задержали.",-,одиночный пикет,политический протест,другое,против преследования гражданских активистов,активистский протест,,1,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Гостиный двор,https://ovdinfo.org/express-news/2019/09/29/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa-protiv-presledovaniya
2019,1584,Одиночный пикет против политики Путина,2019-09-30,Москва,Пикет с плакатом «Стабильные обещания президента — гарант цивилизованной коррупции» возле храма Василия Блаженного на Красной площади. Простоял с плакатом 10 минут.,-,одиночный пикет,политический протест,коррупция,против политики Путина,стихийный протест,,1,Китай-город,"У храма Василия Блаженного, Красная площадь, 7",https://ovdinfo.org/express-news/2019/09/30/na-krasnoy-ploshchadi-zaderzhali-piketchika-s-plakatom-o-prezidente-i
2019,1585,Одиночные пикеты за свободу политзаключенных,2019-10-07,Москва,Пикеты Миняйло и Барабанова за освобождение Данила Беглеца,-,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенного,активистский протест,,2,Преображенское,у здания Мосгорсуда,https://ovdinfo.org/express-news/2019/10/07/u-mosgorsuda-zaderzhali-byvshih-figurantov-moskovskogo-dela-vladislava
2019,1586,Одиночный пикет против политики Путина,2019-10-10,Санкт-Петербург,"Пикет с плакатом ""Путинизм пожирает людей / Свободу! Владимиру Иванютенко / Бессрочный протест СПб""",-,одиночный пикет,политический протест,другое,против политики Путина,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/10/10/v-peterburge-zaderzhali-aktivista-bessrochnogo-protesta-za-plakat-putinizm
2019,1587,Одиночный пикет в поддержку ЛГБТ,2019-10-11,Москва,Пикет с плакатом «В Чечне убивают и пытают геев. Где уголовные дела?»,-,одиночный пикет,политический протест,гендерные права,протест за права ЛГБТ,активистский протест,,10,Мещанский,у представительства Чечни,https://ovdinfo.org/express-news/2019/10/11/v-moskve-u-predstavitelstva-chechni-zaderzhali-10-chelovek-troe-stoyali-v
2019,1588,Одиночный пикет против турецкой агрессии на севере Сирии,2019-10-12,Санкт-Петербург,"Пикет с плакатом ""Erdogan, Putin, Tramp etc, hands off Syria""",-,одиночный пикет,политический протест,другое,против войны в Сирии,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,"7 Советская улица, напротив турецкого консульства",https://ovdinfo.org/express-news/2019/10/12/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa-protiv-tureckoy
2019,1589,Одиночный пикет в поддержку Константина Котова,2019-10-13,Москва,"В Москве у памятника героям Плевны задержали муниципального депутата Надежду Жуйкову, стоявшую в одиночном пикете в поддержку осужденного по «дадинской» статье Константина Котова, а также активистку движения SERB Евгению Пономареву.",-,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,2,,памятник героям Плевны,https://ovdinfo.org/express-news/2019/10/13/v-moskve-zaderzhali-uchastnikov-akcii-v-podderzhku-osuzhdennogo-po-dadinskoy
2019,1590,Одиночный пикет в поддержку Константина Котова,2019-10-13,Москва,"У памятника Жукову задержали еще двоих человек: участника пикета и неизвестного, который на него напал.",-,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,2,,памятник Жукову,https://ovdinfo.org/express-news/2019/10/13/v-moskve-zaderzhali-uchastnikov-akcii-v-podderzhku-osuzhdennogo-po-dadinskoy
2019,1591,Акция у здания ФСБ,2019-10-13,Москва,У здания ФСБ на Лубянке задержали группу активистов.,-,акция,политический протест,политзаключенные,в поддержку Константина Котова и других политзаключенных,активистский протест,,4,Мещанский,Большая Лубянка 2,https://ovdinfo.org/express-news/2019/10/13/v-moskve-zaderzhali-uchastnikov-akcii-v-podderzhku-osuzhdennogo-po-dadinskoy
2019,1592,Одиночный пикет в поддержку Константина Котова,2019-10-14,Санкт-Петербург,"В Петербурге у Гостиного двора задержали Евгения Мусина и Марию Малышеву, проводивших одиночные пикеты в поддержку Константина Котова. На плакате у Мусина бло написано «Дело Котова — печать бандита на лице Путина. Если ты гарант, где же твои гарантии?». Малышева стояла с плакатом «Очередной позор путинского кривосудия — 4 года тюрьмы за три митинга. Свободу Котову».",-,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,2,Отдел полиции №28 Центрального района г.Санкт-Петербурга,"Невский проспект, 35",https://ovdinfo.org/express-news/2019/10/14/v-peterburge-zaderzhali-uchastnikov-odinochnyh-piketov-v-podderzhku
2019,1593,Одиночный пикет в поддержку Константина Котова,2019-10-19,Москва,"В Москве на Красной площади во время одиночного пикета задержали Ольгу Назаренко. Она держала плакат плакат с надписью «Костя Котов — не преступник. Преступники — те, кто сажает» и перечеркнутой статьей 212.1 УК.",-,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,1,Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/10/19/na-krasnoy-ploshchadi-v-moskve-policeyskie-zaderzhali-uchastnicu-odinochnogo
2019,1594,"Одиночный пикет в поддержку фигурантов дела ""Сети""",2019-10-19,Москва,"В Москве у здания ФСБ на Лубянке задержали мужчину по имени Александр во время одиночного пикета в поддержку фигурантов дела ""Сети"". Задержание произошло после того, как Александр начал спорить с активистами движения SERB.",-,одиночный пикет,политический протест,политзаключенные,"""в поддержку фигурантов дела """"Сети""""""",активистский протест,,1,,"Большая Лубянка, 2",https://ovdinfo.org/express-news/2019/10/19/v-moskve-policeyskie-zaderzhali-muzhchinu-vo-vremya-odinochnyh-piketov-v
2019,1595,Одиночный пикет в поддержку политзаключенных,2019-10-20,Москва,В Москве на Манежной площади у памятника Жукову во время одиночного пикета в поддержку политзаключенных задержали Александра Терехина,-,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Китай-город,Манежная площадь,"https://ovdinfo.org/express-news/2019/10/20/v-moskve-na-manezhnoy-ploshchadi-zaderzhali-uchastnika-odinochnogo-piketa-v, https://t.me/mbkhmedia/14632"
2019,1596,"Одиночный пикет с листом бумаги с надписью ""Смерть""",2019-10-20,Москва,"В Москве на Красной площади из-за листа бумаги с надписью ""Смерть"" задержали ЛГБТ-активистку Полину Симоненко",-,одиночный пикет,политический протест,другое,Задержанная сама не смогла сформулировать тему,активистский протест,,1,Китай-город,Красная площадь,
2019,1597,"Пикет участницы ""бессрочного протеста"" с пустым листом бумаги",2019-10-20,Москва,"В Москве на Красной площади задержали сторонницу ""бессрочного протеста"" Ольгу Мисик из-за пустого листа бумаги",-,одиночный пикет,политический протест,другое,белый лист бумаги,активистский протест,,1,Китай-город,Красная площадь,"https://ovdinfo.org/express-news/2019/10/20/v-moskve-zaderzhali-storonnicu-bessrochnogo-protesta-iz-za-belogo-lista, https://t.me/Bessro4ka/2924"
2019,1598,Одиночный пикет против политики Путина,2019-10-23,Санкт-Петербург,"В Санкт-Петербурге задержали Андрея Гончарова, который стоял с плакатом «Путинская Россия.
Каждая новость —
Как удар по е. . лу».",-,одиночный пикет,политический протест,против власти,против политики Путина,стихийный протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,У станции метро Гостиный двор,https://ovdinfo.org/express-news/2019/10/23/v-sankt-peterburge-zaderzhali-uchastnika-odinochnogo-piketa
2019,1599,Пикет экоактивистов «Fridays for future»,2019-10-25,Москва,"В Москве на Суворовской площади задержали четырех активистов климатического движения Fridays for future. Ранее активисты подавали уведомление, но им отказали",-,собрание,политический протест,экология,за изменения в сфере экологии,активистский протест,,3,Мещанский,Суворовская площадь,https://ovdinfo.org/express-news/2019/10/25/na-suvorovskoy-ploshchadi-v-moskve-zaderzhali-aktivistov-klimaticheskogo
2019,1600,Пикет в поддержку фигурантов «московского дела» и других политзаключенных,2019-10-26,Санкт-Петербург,"В Петербурге полиция задержала участника пикета в поддержку фигурантов «московского дела» и других политических заключенных Станислава Бессекерского из-за плаката «Московское дело. Дернул за рукав полицейского — 3−4 года колонии, у нас столько дают за убийство, это диктатура закона Владимира Путина. Партия Яблоко». ",-,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/10/26/v-peterburge-zaderzhali-uchastnika-piketa-v-podderzhku-figurantov
2019,1601,Одиночный пикет на Красной площади,2019-10-30,Москва,Полицейские задержали участника одиночного пикета на Красной площади,-,одиночный пикет,политический протест,другое,,активистский протест,,1,Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/10/30/na-krasnoy-ploshchadi-zaderzhan-muzhchina-stoyavshiy-v-odinochnom-pikete
2019,1602,Пикет ЛГБТ-активисток у здания ФСБ,2019-11-01,Москва,Двух ЛГБТ-активисток задержали из-за пикета возле здания ФСБ. У одной из них был плакат «Love has no gender»,-,собрание,групповой протест,ЛГБТ,протест за права ЛГБТ,активистский протест,,2,Мещанский,"У здания ФСБ, Большая Лубянка, 2",https://ovdinfo.org/express-news/2019/11/01/dvuh-lgbt-aktivistok-zaderzhali-vo-vremya-piketa-u-zdaniya-fsb-i-zaveli
2019,1603,"Одиночный пикет ""против жуликов и воров""",2019-11-01,Москва,Полицейские задержали участника одиночного пикета с плакатом против жуликов и воров,-,одиночный пикет,политический протест,против власти,против Единой России,активистский протест,,1,Мещанский,"возле дома Цветной бульвар, 30",https://ovdinfo.org/express-news/2019/11/01/v-moskve-na-cvetnom-bulvare-zaderzhali-uchastnika-piketa
2019,1604,Русский марш,2019-11-04,Москва,"В Москве на ""Русском марше"" задержали православного хоругвеносца за символику",согласовано,в движении,политический протест,националистическая повестка,Русский марш,институциональный протест,"Комитет «Нация и Свобода»,Ассоциация Народного Сопротивления (АНС)",1,Люблино,ул. Перерва-ул. Люблинская,https://ovdinfo.org/express-news/2019/11/04/v-moskve-na-russkom-marshe-policiya-zaderzhala-pravoslavnogo-horugvenosca
2019,1605,Демонстрация в годовщину Октябрьской революции,2019-11-07,Санкт-Петербург,"В Санкт-Петербурге на акции в честь годовщины Октябрьской революции задержали демонстрантов, шедших к крейсеру ""Аврора"" с флагами КПРФ и «Левого фронта»",-,в движении,политический протест,другое,годовщина Октябрьской революции,институциональный протест,"КПРФ,Левый фронт",8,,на пересечении Петровской набережной и Мичуринской улицы,https://ovdinfo.org/express-news/2019/11/07/v-peterburge-zaderzhali-uchastnikov-demonstracii-v-chest-godovshchiny
